id,location_id,sales_id,features_id,propertyType,yearBuilt,assessorID,legalDescription,subdivision,zoning,hoa,propertyTaxes,ownerOccupied
"8402-Nunley-Dr,-Apt-E,-Parkville,-MD-21234",298,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"112-Neely-Rd,-Hewitt,-TX-76643",299,172,237,Single Family,1991.0,363395000002218,WHISPERING MEADOWS LOT 21 BLOCK 2 ACRES .3162,WHISPERING MEADOWS,R1,Unknown,"{'2022': {'year': 2022, 'total': 5252}, '2023': {'year': 2023, 'total': 4600}}",1.0
"PO-Box-191512,-Sacramento,-CA-95819",300,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"3150-Plateau-Dr,-Lot-1417,-Columbus,-GA-31903",301,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2320-Sequoia-Dr,-Antioch,-CA-94509",302,173,238,Single Family,1979.0,076-561-016-7,T05129 L0411 B EX MR,VILLAGE EAST UNIT 3,R1,Unknown,"{'2020': {'year': 2020, 'total': 1846}, '2022': {'year': 2022, 'total': 2022}, '2023': {'year': 2023, 'total': 2049}}",1.0
"18180-Andrea-Cir-N,-Unit-4,-Northridge,-CA-91325",303,174,239,Condo,1980.0,2731-026-086,*TR=33283 CONDOMINIUM*UNIT 222,NORTHRIDGE TOWNHOME ESTATES,LARD4,Unknown,"{'2023': {'year': 2023, 'total': 9485}, '2024': {'year': 2024, 'total': 9673}}",1.0
"11206-Philip-Pl,-Bakersfield,-CA-93306",304,175,240,Single Family,2002.0,533-041-13-00-2,"TRACT 5923, BLOCK PH1, LOT 13",5923 PH 1,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 4677}}",1.0
"25-Lafayette-Ave,-Coatesville,-PA-19320",305,0,241,Single Family,1917.0,0903 00600000,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1508-Darwood-Dr,-Mobile,-AL-36605",306,176,242,Single Family,1990.0,32 02 06 0 001 088.XXX,LOT 60 RESUB OF 5TH UNIT MORNINGSIDE MANOR MBK 9/403 #SEC 6 T5S R1W #MP32 02 06 0 001,MORNINGSIDE MANOR,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 823}}",1.0
"12202-Open-View-Ln,-Upper-Marlboro,-MD-20774",307,0,243,Condo,2006.0,07-3725991,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"10952-Winding-Creek-Ln,-Boca-Raton,-FL-33428",308,177,244,Single Family,1979.0,00-41-47-25-09-000-2130,BOCA TRAILS PLAT NO 2 LOT 213,BOCA TRAILS,RS,Unknown,"{'2022': {'year': 2022, 'total': 1983}, '2023': {'year': 2023, 'total': 2016}, '2024': {'year': 2024, 'total': 2084}}",1.0
"13-Bristol-Ln,-Boynton-Beach,-FL-33436",309,178,245,Condo,1989.0,08-43-46-06-23-000-0130,BRISTOL AT HUNTERS RUN COND UNIT 13,BRISTOL AT HUNTERS RUN COND,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 7373}, '2022': {'year': 2022, 'total': 8937}, '2023': {'year': 2023, 'total': 9054}, '2024': {'year': 2024, 'total': 9283}}",1.0
"7410-Us-Hwy,-42-Ste-112,-Florence,-KY-41042",310,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"103-Terrace-Ridge-Cir,-Davenport,-FL-33896",311,179,246,Condo,2005.0,272602701011008120,"TERRACE RIDGE AT TOWN CENTER EAST, A CONDOMINIUMOR 6192 PGS 1845 THRU 1901 UNIT 812 & AN UNDIVIDED INTEREST IN THE COMMON ELE",TERRACE RIDGE AT TOWN CENTER EAST A COND,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 1951}, '2023': {'year': 2023, 'total': 2272}, '2024': {'year': 2024, 'total': 2316}}",0.0
"3135-Roosevelt-Ave,-Apt-114,-San-Antonio,-TX-78214",312,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"493-Fiddlehead-Ave,-Las-Vegas,-NV-89183",313,180,247,Single Family,2003.0,177-34-210-156,CANYONS 3 PLAT BOOK 100 PAGE 29 LOT 139 BLOCK 3,CANYONS 3,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 2298}, '2023': {'year': 2023, 'total': 2366}}",1.0
"11476-W-River-Dr,-Dewitt,-MI-48820",314,0,248,Single Family,1957.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"923-E-17th-St,-Apt-103,-Chattanooga,-TN-37408",315,181,249,Single Family,2021.0,146P J  006.02C101,LT 3 BUILDING 2 UNIT 103 17TH AND F AGAN TOWNHOMES PB 119 PG 145,Unknown,M1,Unknown,"{'2022': {'year': 2022, 'total': 4003}}",1.0
"1757-Royal-Ln,-Hernando,-MS-38632",316,0,250,Single Family,2005.0,3-08-6-14-04-0-00010-00,CROWN ESTATES S-D LOT 10,CROWN ESTATES S-D,Unknown,Unknown,"{'2017': {'year': 2017, 'total': 1956}, '2019': {'year': 2019, 'total': 2005}}",1.0
"3972-Firestar-Way,-Sacramento,-CA-95834",317,182,251,Land,0.0,225-2360-043-0000,"STRAWBERRY FIELD, LOT 43",STRAWBERRY FIELD,R-1A-PUD,Unknown,"{'2020': {'year': 2020, 'total': 436}}",0.0
"9311-Joines-Dr,-Matthews,-NC-28105",318,183,252,Single Family,1995.0,21334175,L1 M24-533,DORIS J FUNDERBURK & ELLISON J,R-15,Unknown,"{'2021': {'year': 2021, 'total': 2971}, '2022': {'year': 2022, 'total': 2971}, '2023': {'year': 2023, 'total': 3075}}",1.0
"1725-W-Minor-St,-Emmaus,-PA-18049",319,184,253,Single Family,1964.0,548490942094-1,LOTS: 008,COUNTRY HEIGHTS,R-L,Unknown,"{'2023': {'year': 2023, 'total': 5771}}",1.0
"5081-Bluehead-Ct,-Waldorf,-MD-20603",320,185,254,Single Family,1991.0,06-163963,LOT 81 PARCEL A DORCHESTER NBH-WESTLAKE ST CHARLES SUB,CHARLES SUB,PUD,Unknown,"{'2018': {'year': 2018, 'total': 3408}, '2022': {'year': 2022, 'total': 3689}, '2023': {'year': 2023, 'total': 4476}}",1.0
"1516-Eagle-Dr,-Thibodaux,-LA-70301",321,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"23051-Lipton-St,-Lake-Forest,-CA-92630",322,186,255,Single Family,1972.0,617-362-20,N TR 6945 BLK LOT 13,6945,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 4329}, '2024': {'year': 2024, 'total': 4435}}",1.0
"1505-Garrard-St,-Covington,-KY-41011",323,0,256,Single Family,1919.0,055-31-01-011.00,36X45FT WS GARRARD 78FT S 15TH,POWELL & CO,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 1195}}",0.0
"9035-S-Paulina-St,-Chicago,-IL-60620",324,187,257,Single Family,1934.0,25-06-222-013,DIST:72 CITY/MUNI/TWP:LAKE SEC/TWN/RNG/MER:SEC 06 TWN 37N RNG 14E,DEWEYS BEVERLY HILLS,Unknown,Unknown,"{'2018': {'year': 2018, 'total': 1117}, '2021': {'year': 2021, 'total': 2756}, '2022': {'year': 2022, 'total': 2801}, '2023': {'year': 2023, 'total': 2894}}",1.0
"5540-Running-Spring-Way,-Yorba-Linda,-CA-92887",325,188,258,Single Family,1989.0,353-411-08,N TR 13481 BLK LOT 30,Unknown,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 8931}, '2023': {'year': 2023, 'total': 9037}, '2024': {'year': 2024, 'total': 9208}}",0.0
"429-W-Austin-Ave,-Flint,-MI-48505",326,189,259,Land,1953.0,46-25-158-009,IRVINGTON PLAT LOT 248,IRVINGTON,A2,Unknown,Unknown,0.0
"7010-Manor-Cir,-Barnhart,-MO-63012",327,190,260,Single Family,1978.0,08-7.0-25.0-3-001-073.,PARKTON 6A LOT 652,PARKTON 6A,R07,Unknown,"{'2022': {'year': 2022, 'total': 1434}, '2023': {'year': 2023, 'total': 1620}}",1.0
"186-Lawson-Dr,-Rogersville,-TN-37857",328,0,261,Single Family,1999.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2117-N-Fremont-St,-Chicago,-IL-60614",329,0,262,Apartment,1892.0,14-32-219-020,Unknown,SHEFFIELDS ADD/CHICAGO,Unknown,Unknown,"{'2018': {'year': 2018, 'total': 24569}}",1.0
"7556-N-145th-East-Ave,-Owasso,-OK-74055",330,0,263,Single Family,1976.0,57320-14-33-14970,LT 13 BLK 1,PRAIRIE VIEW ACRES,RE,Unknown,"{'2020': {'year': 2020, 'total': 1600}, '2023': {'year': 2023, 'total': 1550}}",1.0
"1234-Thunderbird-Way,-The-Villages,-FL-32163",331,191,264,Single Family,2013.0,G11E057,LOT 57 THE VILLAGES OF SUMTER UNIT NO 208 PB 13 PGS 8-8M,VILLAGES OF SUMTER,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 3457}, '2024': {'year': 2024, 'total': 3765}}",1.0
"1188-Matt-Moore-Ct,-Lithia-Springs,-GA-30122",332,192,265,Single Family,2004.0,0628-18-2- -00124,HSE/LOT #121 THE OVERLOOK PH 1 U-2 @ GROOVER',OVERLOOK GROOVERS LAKE UNIT 01,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 1242}, '2020': {'year': 2020, 'total': 1289}, '2021': {'year': 2021, 'total': 1467}, '2022': {'year': 2022, 'total': 2081}, '2023': {'year': 2023, 'total': 3418}, '2024': {'year': 2024, 'total': 2364}}",1.0
"410-Carson-Ter,-Huntingdon-Valley,-PA-19006",333,193,266,Condo,2008.0,41-00-09898-43-6,LOT:410 DIST:41 CITY/MUNI/TWP:LOWER MORELAND TOWNSHIP SUBD:HUNTINGDON PLACE CONDO,HUNTINGDON PLACE CONDO,A,Unknown,"{'2023': {'year': 2023, 'total': 8978}}",1.0
"696-County-Rd,-220,-Breckenridge,-TX-76424",334,194,267,Single Family,0.0,R11066,FAMBROUGH (SEC 5 BLOCK 8) BLOCK 1; LOT 6 & .233 AC BETWEEN LOT & ROAD TOTAL ACRES .50,Unknown,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 2147}}",0.0
"1418-12th-St,-Statesville,-NC-28677",335,195,268,Land,1957.0,4733-68-4939.000,W SIDE 12TH ST,SOUTHWEST STATESVILLE,R-5MFM,Unknown,"{'2019': {'year': 2019, 'total': 48}, '2024': {'year': 2024, 'total': 102}}",0.0
"1195-Milton-Ter-SE,-Apt-4108,-Atlanta,-GA-30315",336,196,269,Condo,2006.0,14 005500140967,Unknown,HILL STREET LOFTS,R1,{'fee': 235},Unknown,0.0
"274-W-5th-St,-Apt-D,-Lexington,-NC-27292",337,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"6734-E-Calle-Luna,-Tucson,-AZ-85710",338,0,270,Single Family,1958.0,135-06-0570,TERRA DEL SOL LOT 6 BLK 47,TERRA DEL SOL,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 1406}, '2022': {'year': 2022, 'total': 1460}, '2023': {'year': 2023, 'total': 1449}, '2024': {'year': 2024, 'total': 1546}}",1.0
"700-Springhill-Dr,-Anna,-TX-75409",339,197,271,Single Family,2023.0,R-12814-00L-0250-1,"SHADOWBEND PHASE 2 (CAN), BLK L, LOT 25",SHADOWBEND PHASE 2 (CAN),PD,Unknown,"{'2023': {'year': 2023, 'total': 1211}}",0.0
"207-Bucknell-Ct,-Unit-207,-College-Station,-TX-77840",340,0,272,Apartment,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"642-Huntley-Heights-Dr,-Ballwin,-MO-63021",341,198,273,Single Family,1981.0,23P-2-4-007-1,RIDGEMONT PLAT 1 3 11 81,RIDGEMONT PLAT 1,R2,Unknown,"{'2019': {'year': 2019, 'total': 4484}, '2022': {'year': 2022, 'total': 4427}, '2023': {'year': 2023, 'total': 4877}}",1.0
"6049-Corte-Encinas,-Pleasanton,-CA-94566",342,199,274,Single Family,1985.0,946-4539-55,TRACT 5094 LOT 42,Unknown,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 5693}, '2023': {'year': 2023, 'total': 6008}, '2024': {'year': 2024, 'total': 6078}}",0.0
"25-Villas-Of-Garrard-Dr,-Savannah,-GA-31405",343,200,275,Single Family,0.0,1-0789 -01-076,"LOT 11 VILLAS OF GARRARD, PH 2",Unknown,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 2204}}",1.0
"3809-Nw-122nd-Ter,-Sunrise,-FL-33323",344,201,276,Single Family,1992.0,49-40-24-17-0590,TWIN FOUNTAINS PHASE TWO 150-17 B LOT 4 BLK 36,TWIN FOUNTAINS PHASE TWO,RM-16,Unknown,"{'2022': {'year': 2022, 'total': 1422}, '2023': {'year': 2023, 'total': 1540}, '2024': {'year': 2024, 'total': 1584}}",1.0
"3117-Varcroft-Rd,-Knightdale,-NC-27545",345,202,277,Single Family,2008.0,1763.01-36-9590 0349182,LO262 AMBER RIDGE PHXI BM2006-01436,AMBER RIDGE PH XI,CU-R-20,Unknown,"{'2020': {'year': 2020, 'total': 1794}, '2022': {'year': 2022, 'total': 1874}, '2023': {'year': 2023, 'total': 2022}, '2024': {'year': 2024, 'total': 2538}}",0.0
"58-N-Collier-Blvd,-Apt-1802,-Marco-Island,-FL-34145",346,203,278,Condo,1975.0,48428080004,"GULFVIEW APTS OF MARCO ISLAND, THE (CONDO) APT 1802",GULFVIEW APTS OF MARCO ISLAND,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 4025}}",0.0
"8879-W-Flamingo-Rd,-Ste-102,-Las-Vegas,-NV-89147",347,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"5618-Stevns-Crk-Blvd,-Apt-241,-Cupertino,-CA-95014",348,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"204-Lincoln-Pl,-Apt-4,-Brooklyn,-NY-11217",349,0,279,Apartment,1920.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"5750-Ullswater-Ave,-Richmond,-VA-23225",350,204,280,Single Family,1960.0,C-007-0353-010,LARKWOOD L5 BA 0090.00X0150.00 0000.000,LARKWOOD,R-3 SINGLE FAMILY,Unknown,"{'2020': {'year': 2020, 'total': 1404}}",0.0
"1655-Clark-Ave,-Unit-126,-Long-Beach,-CA-90815",351,205,281,Condo,1979.0,7220-003-135,*TR=33025 CONDOMINIUM*UNIT 126,CLARK TERRACE,LBR4R,Unknown,"{'2023': {'year': 2023, 'total': 7482}, '2024': {'year': 2024, 'total': 7609}}",1.0
"4118-Samson-Way,-San-Jose,-CA-95124",352,206,282,Single Family,2004.0,419-03-005,TR 1538 LOT 45,ROSS ESTATES,R1-8,Unknown,"{'2022': {'year': 2022, 'total': 17628}, '2023': {'year': 2023, 'total': 18008}}",1.0
"14107-Ames-Ave,-Omaha,-NE-68164",353,207,283,Single Family,1993.0,1312950670,HILLSBOROUGH LOT 333 BLOCK 0 IRREG,HILLSBOROUGH,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 7717}, '2023': {'year': 2023, 'total': 8730}}",1.0
"1372-Red-Oak-Ln,-Rockford,-IL-61107",354,208,284,Single Family,1985.0,12-14-351-019,RED OAK ESTATES PLAT NO 3 BNG PT SW1/4SEC 14-44-2 LOT 79,RED OAK ESTATES,R1,Unknown,"{'2023': {'year': 2023, 'total': 7673}}",1.0
"205-Newtown-Rd,-Ste-216,-Warminster,-PA-18974",355,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"685-Tudor-Ct,-San-Leandro,-CA-94577",356,0,285,Single Family,1950.0,77A-655-53-1,MAP G1 690,Unknown,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 2975}, '2024': {'year': 2024, 'total': 3171}}",0.0
"2909-Summit-Dr,-Jonesboro,-GA-30236",357,209,286,Single Family,1989.0,06-027D- A-024,LOT:10 CITY/MUNI/TWP:UNINCORPORATED CNTY W/FIRE SUBD:THE SUMMIT AT LAKE JODECO,THE SUMMIT AT LAKE JODECO,RS180,Unknown,"{'2022': {'year': 2022, 'total': 2193}, '2023': {'year': 2023, 'total': 4708}}",1.0
"3936-Polk-St,-Omaha,-NE-68107",358,0,287,Single Family,1985.0,0933480006,DODGES SUB DIV -SEC 08-14-13- LOT 24 BLOCK 0 E 63.7 FT S 1/2 LT 24 63.7 X 139,DODGES SUB DIV SEC 081413,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 3432}, '2023': {'year': 2023, 'total': 3544}}",1.0
"410-N-M-St,-Apt-T16,-Tacoma,-WA-98403",359,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"8-E-Grant-Rd,-Tucson,-AZ-85705",360,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2495-Lakeview-St,-West-Branch,-MI-48661",361,0,288,Single Family,0.0,004-011-026-00,FS-11 26 229-474 187-153 3008319 3029980-81 SEC 11 T23N R1E LOTS 41-42 & LOTS 67 TO 76 INC & W 100 FT OF PINE ST EXT TO WATER,Unknown,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 5211}}",0.0
"1306-Creekside-Dr,-Monument,-CO-80132",362,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"319-Victoria-Ct,-Roseville,-CA-95678",363,0,289,Single Family,1976.0,015-060-024-000,L 108 DIAMOND OAKS #2,DIAMOND OAKS NO. 2,R1,Unknown,"{'2023': {'year': 2023, 'total': 2598}}",1.0
"616-Maplewood-Ave,-Brunswick,-OH-44212",364,210,290,Single Family,1948.0,003-18B-22-022,LOT 18 WH MAPLEWOOD ALLOT .000A,BRUNSWICK,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 2846}}",1.0
"3339-Elkridge-Dr,-Holiday,-FL-34691",365,0,291,Single Family,1974.0,36-26-15-097A-00001-7690,HOLIDAY LAKE ESTATES UNIT 22 PB 13 PGS 45-46 LOT 1769,HOLIDAY LAKE ESTATES,00R4,Unknown,"{'2019': {'year': 2019, 'total': 634}, '2022': {'year': 2022, 'total': 649}, '2023': {'year': 2023, 'total': 633}, '2024': {'year': 2024, 'total': 652}}",1.0
"2823-Rheem-Ave,-Richmond,-CA-94804",366,211,292,Single Family,1941.0,526-290-021-9,ANDRADE HOME LOTS 40 & 41 BLK 12,ANDRADE HOME,R1,Unknown,"{'2023': {'year': 2023, 'total': 7220}, '2024': {'year': 2024, 'total': 6910}}",1.0
"2606-Ceralvo-St,-San-Antonio,-TX-78237",367,0,293,Land,1960.0,11327-007-0030,NCB 11327 BLK 7 LOT 3&4,GARDENDALE AREA 8,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 11659}, '2022': {'year': 2022, 'total': 12878}, '2023': {'year': 2023, 'total': 846}}",1.0
"6188-Ne-Sherborne-St,-Hillsboro,-OR-97124",368,212,294,Single Family,2013.0,1N234DB-10600,"HERITAGE STATION, LOT 19, ACRES 0.11",HERITAGE STATION,SCR-LD,Unknown,"{'2020': {'year': 2020, 'total': 5662}, '2022': {'year': 2022, 'total': 5905}, '2023': {'year': 2023, 'total': 6070}, '2024': {'year': 2024, 'total': 6248}}",1.0
"680-Deer-Ct,-Lewisberry,-PA-17339",369,213,295,Single Family,2000.0,27-000-QF-0110.F0-00000,LOT 39,DEER RUN ESTATES PHASE III,RR,Unknown,"{'2020': {'year': 2020, 'total': 9607}, '2024': {'year': 2024, 'total': 10661}}",1.0
"14915-Lawndale-Ave,-Midlothian,-IL-60445",370,214,296,Single Family,1925.0,28-11-318-003,DIST:13 CITY/MUNI/TWP:BREMEN SEC/TWN/RNG/MER:SEC 11 TWN 36N RNG 13E,ROBERTSONS 03 ADD M,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 5209}, '2022': {'year': 2022, 'total': 5418}, '2023': {'year': 2023, 'total': 5677}}",1.0
"923-Calle-Real,-Mesquite,-TX-75149",371,215,297,Single Family,1959.0,38128500210330000,MESQUITE PARK 4 BLK 21 LOT 33 INT201600360999 DD12222016 CO-DC 1285002103300 1CM12850021,MESQUITE PARK,Z372,Unknown,"{'2019': {'year': 2019, 'total': 3497}, '2022': {'year': 2022, 'total': 4051}, '2023': {'year': 2023, 'total': 3749}, '2024': {'year': 2024, 'total': 4499}}",1.0
"20-Kala-Ct,-Cabot,-AR-72023",372,216,298,Single Family,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"144-N-17th-Ave,-Beech-Grove,-IN-46107",373,217,299,Single Family,1927.0,49-10-20-151-069.000-102,ST FRANCIS PK L128,SAINT FRANCIS PARK ADD,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 1791}, '2022': {'year': 2022, 'total': 2085}, '2023': {'year': 2023, 'total': 2130}}",1.0
"6865-Foxcroft-Dr,-Saint-Louis,-MO-63123",374,218,300,Single Family,1951.0,24J-6-3-037-8,MACKENZIE HILLS PLAT 7,MACKENZIE HILLS PLAT 7,R5,Unknown,"{'2022': {'year': 2022, 'total': 2594}, '2023': {'year': 2023, 'total': 2683}}",1.0
"2323-Larchmont-Dr,-Mesquite,-TX-75150",375,219,301,Single Family,1969.0,38071500240200000,EASTRIDGE PARK 6 BLK X LT 0020 65X117.50 INT201900173306 DD07032019 CO-DC 0715002402000 1CM07150024,EASTRIDGE PARK,Z372,Unknown,"{'2019': {'year': 2019, 'total': 3557}, '2020': {'year': 2020, 'total': 5534}, '2021': {'year': 2021, 'total': 5925}, '2022': {'year': 2022, 'total': 6693}, '2023': {'year': 2023, 'total': 6194}, '2024': {'year': 2024, 'total': 7118}}",1.0
"32325-Lakeshore-Dr,-Tavares,-FL-32778",376,0,302,Single Family,1977.0,34-19-26-010000A00000,"FAIRVIEW REPLAT E 100 FT OF TRACT A, BEG AT NE COR OF TRACT A, RUN E 20 FT, S TO LAKE, SW'LY ALONG LAKE TO TRACT A, N TO POB",FAIRVIEW REPLAT,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 3458}}",1.0
"304-E-Island-Square-Dr,-Saint-Simons-Island,-GA-31522",377,0,303,Condo,1984.0,04-12808,304 ISLAND SQUARE CONDOS,Unknown,PDG,Unknown,"{'2022': {'year': 2022, 'total': 2307}, '2024': {'year': 2024, 'total': 3301}}",0.0
"24007-Bonnamere-Ln,-Katy,-TX-77494",378,220,304,Single Family,2001.0,2290-06-002-0090-914,"CINCO RANCH WEST SEC 6, BLOCK 2, LOT 9",CINCO RANCH WEST SEC 6,Unknown,Unknown,"{'2018': {'year': 2018, 'total': 5820}, '2021': {'year': 2021, 'total': 5566}, '2023': {'year': 2023, 'total': 5031}}",1.0
"4132-Chene-St,-Detroit,-MI-48207",379,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"3638-Midvale-Ave,-Apt-11,-Los-Angeles,-CA-90034",380,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1905-W-49th-St,-Tulsa,-OK-74107",381,0,305,Single Family,1955.0,18750-92-27-14630,LOT-18-BLK-10,HILL HAVEN ADDN,RS3,Unknown,"{'2022': {'year': 2022, 'total': 668}, '2023': {'year': 2023, 'total': 673}}",1.0
"2650-Se-South-Blackwell-Dr,-Port-Saint-Lucie,-FL-34952",382,221,306,Single Family,2002.0,3420-695-2353-000-8,PORT ST LUCIE-SECTION 40- BLK 2865 LOT 1 (MAP 45/08S) (OR 1405-2609: 1496-395: 1630-2764; 2217-617),PORT ST LUCIE SECTION 40,RS-2 PSL,Unknown,"{'2022': {'year': 2022, 'total': 2074}, '2023': {'year': 2023, 'total': 2194}}",1.0
"818-Seneca-Dr,-Belpre,-OH-45714",383,222,307,Single Family,1980.0,080038876000,LOT 72 EMRICK-MILLER SUBD 73.405X141.91X73.34X139. 7,EMRICK-MILLER SUBD,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 2354}, '2023': {'year': 2023, 'total': 2366}}",1.0
"32-Stevens-St,-Stoneham,-MA-02180",384,223,308,Single Family,1985.0,STON M:08 B:000 L:87A,LOT:87A DIST:284 CITY/MUNI/TWP:STONEHAM,Unknown,RA,Unknown,"{'2022': {'year': 2022, 'total': 6277}, '2023': {'year': 2023, 'total': 7273}, '2024': {'year': 2024, 'total': 7515}}",1.0
"516-Benson-St,-Reidsville,-NC-27320",385,224,309,Land,0.0,149608,LOT BENSON ST,Unknown,R6RD,Unknown,"{'2023': {'year': 2023, 'total': 7}}",0.0
"1425-Chippewa-Dr,-Richardson,-TX-75080",386,225,310,Single Family,1965.0,42179501640050000,RICHARDSON HEIGHTS 15 1ST SEC BLK 164 LT 5 INT202000315737 DD11102020 CO-DC 1795016400500 3CR17950164,RICHARDSON HEIGHTS 1ST SEC,Z273,Unknown,"{'2020': {'year': 2020, 'total': 7138}, '2023': {'year': 2023, 'total': 6758}, '2024': {'year': 2024, 'total': 7548}}",1.0
"2818-Forest-Bnd,-Bryan,-TX-77801",387,226,311,Single Family,1983.0,632000-0303-0250,"VILLA FOREST WEST PH 3, BLOCK 3, LOT 25",VILLA FOREST WEST PH 3,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 2083}, '2021': {'year': 2021, 'total': 2206}, '2023': {'year': 2023, 'total': 765}}",1.0
"1226-Cheshire-St,-Groveland,-FL-34736",388,227,312,Single Family,2005.0,12-22-24-1201-000-10900,LEXINGTON ESTATES PHASE II PB 53 PG 33-34 LOT 109 ORB 2805 PG 741,LEXINGTON ESTATES,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 633}, '2022': {'year': 2022, 'total': 911}, '2023': {'year': 2023, 'total': 958}, '2024': {'year': 2024, 'total': 1008}}",1.0
"1503-S-Marston-St,-Philadelphia,-PA-19146",389,228,313,Condo,1925.0,36-4-3220-00,16' S DICKINSON ST,Unknown,RSA5,Unknown,"{'2020': {'year': 2020, 'total': 356}}",1.0
"37221-Meredith-Dr,-Lebanon,-OR-97355",390,229,314,Single Family,1953.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"11215-Hemlock-Rd,-Hampton,-GA-30228",391,230,315,Single Family,1993.0,06-134B- A-039,LOT:53 CITY/MUNI/TWP:UNINCORPORATED CNTY W/FIRE SUBD:HUNTERS CREEK,HUNTERS CREEK,RS180,Unknown,"{'2022': {'year': 2022, 'total': 3772}}",1.0
"733-S-Greene-St,-Spokane,-WA-99202",392,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"707-Marigold-Dr,-Cedar-Hill,-TX-75104",393,231,316,Single Family,1972.0,16047500040080000,WILD FLOWER 2 BLK D LOT 8 INT201900046757 DD02212019 CO-DC 0475000400800 4CH04750004,WILD FLOWER,Z363,Unknown,"{'2020': {'year': 2020, 'total': 4432}, '2023': {'year': 2023, 'total': 4826}, '2024': {'year': 2024, 'total': 5346}}",1.0
"731-43rd-St,-Oakland,-CA-94609",394,0,317,Single Family,1922.0,13-1091-25,BLK:2092 SUBD:PARADISE PLOT,PARADISE PLOT,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 1983}, '2023': {'year': 2023, 'total': 2411}}",1.0
"100-Bunte-St,-Smithville,-TX-78957",395,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"4050-Nw-135th-St,-Apt-9-14,-Opa-Locka,-FL-33054",396,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
